entry_id,contest_id,contest_name,entry_fee,PG,PG,SG,SG,SF,SF,PF,PF,C,"","Instructions"
"","","","","","","","","","","","","","",126644-15946:Harrison Barnes,126644-15946,PF/SF,Harrison,Harrison Barnes,Barnes,18.99444354021991,54,4100,PHO@SA,SA,PHO,,,,,,SF/PF
"","","","","","","","","","","","","","",126644-158856:Trendon Watford,126644-158856,PF/C,Trendon,Trendon Watford,Watford,14.984375,32,4100,ATL@PHI,PHI,ATL,,,,,,PF/C
"","","","","","","","","","","","","","",126644-203762:Ronald Holland,126644-203762,PF/SF,Ronald,Ronald Holland,Holland,19.338775011957907,49,4100,DET@NY,DET,NY,,,,,,SF/PF
"","","","","","","","","","","","","","",126644-189467:Craig Porter,126644-189467,PG,Craig,Craig Porter,Porter,17.532652562978317,49,4000,BKN@CLE,CLE,BKN,,,,,,PG
"","","","","","","","","","","","","","",126644-112708:Max Strus,126644-112708,SG/SF,Max,Max Strus,Strus,21.42542331501589,59,4000,BKN@CLE,CLE,BKN,O,Foot,,,,SG/SF
"","","","","","","","","","","","","","",126644-171669:Keon Ellis,126644-171669,SG/SF,Keon,Keon Ellis,Ellis,12.74680799119016,47,4000,BKN@CLE,CLE,BKN,,,,,,SG/SF
"","","","","","","","","","","","","","",126644-110315:Terance Mann,126644-110315,SF/SG,Terance,Terance Mann,Mann,18.33695652173913,46,4000,BKN@CLE,BKN,CLE,,,,,,SG/SF
"","","","","","","","","","","","","","",126644-110318:Grant Williams,126644-110318,PF,Grant,Grant Williams,Williams,15.014285496303014,14,4000,HOU@CHA,CHA,HOU,,,,,,PF
"","","","","","","","","","","","","","",126644-171763:Dalen Terry,126644-171763,SF,Dalen,Dalen Terry,Terry,9.685714285714285,35,4000,ATL@PHI,PHI,ATL,,,,,,SF
"","","","","","","","","","","","","","",126644-228125:Carter Bryant,126644-228125,SF,Carter,Carter Bryant,Bryant,7.209302325581396,43,4000,PHO@SA,SA,PHO,,,,,,SF
"","","","","","","","","","","","","","",126644-228161:Kam Jones,126644-228161,SG/PG,Kam,Kam Jones,Jones,6.7944446139865455,18,4000,IND@WAS,IND,WAS,,,,,,PG/SG
"","","","","","","","","","","","","","",126644-145339:Obi Toppin,126644-145339,PF,Obi,Obi Toppin,Toppin,25.5,3,4000,IND@WAS,IND,WAS,O,Foot,,,,PF
"","","","","","","","","","","","","","",126644-203767:Zaccharie Risacher,126644-203767,SF/PF,Zaccharie,Zaccharie Risacher,Risacher,20.023809523809526,42,4000,ATL@PHI,ATL,PHI,,,,,,SF/PF
"","","","","","","","","","","","","","",126644-188410:Ben Sheppard,126644-188410,SG/PG,Ben,Ben Sheppard,Sheppard,14.12272782759233,44,4000,IND@WAS,IND,WAS,,,,,,PG/SG
"","","","","","","","","","","","","","",126644-188418:Kobe Brown,126644-188418,SF,Kobe,Kobe Brown,Brown,7.130555894639757,36,3900,IND@WAS,IND,WAS,,,,,,SF
"","","","","","","","","","","","","","",126644-157819:Corey Kispert,126644-157819,SF/SG,Corey,Corey Kispert,Kispert,15.82285679408482,35,3900,ATL@PHI,ATL,PHI,,,,,,SG/SF
"","","","","","","","","","","","","","",126644-157832:Sharife Cooper,126644-157832,PG,Sharife,Sharife Cooper,Cooper,11.158332824707031,12,3900,IND@WAS,WAS,IND,,,,,,PG
"","","","","","","","","","","","","","",126644-145548:Anthony Gill,126644-145548,PF,Anthony,Anthony Gill,Gill,6.317856924874442,28,3900,IND@WAS,WAS,IND,,,,,,PF
"","","","","","","","","","","","","","",126644-213172:Nae'Qwan Tomlin,126644-213172,PF/SF,Nae'Qwan,Nae'Qwan Tomlin,Tomlin,15.570453990589488,44,3900,BKN@CLE,CLE,BKN,O,Calf,,,,SF/PF
"","","","","","","","","","","","","","",126644-84704:Kevin Huerter,126644-84704,SF/SG,Kevin,Kevin Huerter,Huerter,21.45208231608073,48,3900,DET@NY,DET,NY,,,,,,SG/SF
"","","","","","","","","","","","","","",126644-67312:Thomas Bryant,126644-67312,C,Thomas,Thomas Bryant,Bryant,11.176922920422676,39,3900,BKN@CLE,CLE,BKN,,,,,,C
"","","","","","","","","","","","","","",126644-84724:Landry Shamet,126644-84724,SG/SF,Landry,Landry Shamet,Shamet,15.813333129882812,30,3900,DET@NY,NY,DET,,,,,,SG/SF
"","","","","","","","","","","","","","",126644-23798:Caris LeVert,126644-23798,SG/SF,Caris,Caris LeVert,LeVert,17.555555555555557,36,3900,DET@NY,DET,NY,,,,,,SG/SF
"","","","","","","","","","","","","","",126644-228108:Ben Saraf,126644-228108,PG,Ben,Ben Saraf,Saraf,12.190909645774148,22,3900,BKN@CLE,BKN,CLE,,,,,,PG
"","","","","","","","","","","","","","",126644-55059:Clint Capela,126644-55059,C,Clint,Clint Capela,Capela,13.438297352892286,47,3900,HOU@CHA,HOU,CHA,,,,,,C
"","","","","","","","","","","","","","",126644-171802:MarJon Beauchamp,126644-171802,SG,MarJon,MarJon Beauchamp,Beauchamp,21.450000762939453,2,3900,ATL@PHI,PHI,ATL,,,,,,SG
"","","","","","","","","","","","","","",126644-203727:Ja'Kobe Walter,126644-203727,SG,Ja'Kobe,Ja'Kobe Walter,Walter,13.046666124131944,45,3900,TOR@CHI,TOR,CHI,,,,,,SG
"","","","","","","","","","","","","","",126644-203772:Justin Edwards,126644-203772,SF/PF,Justin,Justin Edwards,Edwards,10.23414649032965,41,3900,ATL@PHI,PHI,ATL,,,,,,SF/PF
"","","","","","","","","","","","","","",126644-188454:Mouhamed Gueye,126644-188454,PF/C,Mouhamed,Mouhamed Gueye,Gueye,14.34339645673644,53,3800,ATL@PHI,ATL,PHI,,,,,,PF/C
"","","","","","","","","","","","","","",126644-23665:Buddy Hield,126644-23665,SG/SF,Buddy,Buddy Hield,Hield,15.057777235243055,45,3800,ATL@PHI,ATL,PHI,,,,,,SG/SF
"","","","","","","","","","","","","","",126644-157831:Tre Mann,126644-157831,SG/PG,Tre,Tre Mann,Mann,13.650000179515166,34,3800,HOU@CHA,CHA,HOU,,,,,,PG/SG
"","","","","","","","","","","","","","",126644-228107:Drake Powell,126644-228107,SG/SF,Drake,Drake Powell,Powell,11.564286004929315,42,3800,BKN@CLE,BKN,CLE,,,,,,SG/SF
"","","","","","","","","","","","","","",126644-171791:Jaden Hardy,126644-171791,SG,Jaden,Jaden Hardy,Hardy,10.079999651227679,35,3800,IND@WAS,WAS,IND,,,,,,SG
"","","","","","","","","","","","","","",126644-110883:Dean Wade,126644-110883,PF/SF,Dean,Dean Wade,Wade,16.432557571765987,43,3800,BKN@CLE,CLE,BKN,,,,,,SF/PF
"","","","","","","","","","","","","","",126644-228160:Taelon Peter,126644-228160,PG,Taelon,Taelon Peter,Peter,6.212500254313151,24,3800,IND@WAS,IND,WAS,,,,,,PG
"","","","","","","","","","","","","","",126644-228167:Mohamed Diawara,126644-228167,SF,Mohamed,Mohamed Diawara,Diawara,5.680000135633681,45,3800,DET@NY,NY,DET,,,,,,SF
"","","","","","","","","","","","","","",126644-111492:Amir Coffey,126644-111492,SF,Amir,Amir Coffey,Coffey,5.112500190734863,32,3800,PHO@SA,PHO,SA,,,,,,SF
"","","","","","","","","","","","","","",126644-80815:Zach Collins,126644-80815,C/PF,Zach,Zach Collins,Collins,19.469999694824217,10,3800,TOR@CHI,CHI,TOR,O,Toe,,,,PF/C
"","","","","","","","","","","","","","",126644-58312:D'Angelo Russell,126644-58312,PG,D'Angelo,D'Angelo Russell,Russell,18.7000004695012,26,3800,IND@WAS,WAS,IND,O,Not injury related,,,,PG
"","","","","","","","","","","","","","",126644-203771:Adem Bona,126644-203771,C,Adem,Adem Bona,Bona,13.382222493489584,45,3800,ATL@PHI,PHI,ATL,,,,,,C
"","","","","","","","","","","","","","",126644-203787:Ariel Hukporti,126644-203787,C,Ariel,Ariel Hukporti,Hukporti,7.858974358974359,39,3700,DET@NY,NY,DET,,,,,,C
"","","","","","","","","","","","","","",126644-101387:Gabe Vincent,126644-101387,SG/PG,Gabe,Gabe Vincent,Vincent,9.236666870117187,30,3700,ATL@PHI,ATL,PHI,,,,,,PG/SG
"","","","","","","","","","","","","","",126644-203790:PJ Hall,126644-203790,C,PJ,PJ Hall,Hall,11.618749618530273,16,3700,HOU@CHA,CHA,HOU,,,,,,C
"","","","","","","","","","","","","","",126644-188434:Gradey Dick,126644-188434,SF,Gradey,Gradey Dick,Dick,11.827272727272728,55,3700,TOR@CHI,TOR,CHI,,,,,,SF
"","","","","","","","","","","","","","",126644-188442:Jalen Wilson,126644-188442,SF/PF,Jalen,Jalen Wilson,Wilson,9.028571428571428,35,3700,BKN@CLE,BKN,CLE,,,,,,SF/PF
"","","","","","","","","","","","","","",126644-188450:Trayce Jackson-Davis,126644-188450,C/PF,Trayce,Trayce Jackson-Davis,Jackson-Davis,11.763157894736842,38,3700,TOR@CHI,TOR,CHI,,,,,,PF/C
"","","","","","","","","","","","","","",126644-112709:Javonte Green,126644-112709,SF,Javonte,Javonte Green,Green,15.59433962264151,53,3700,DET@NY,DET,NY,,,,,,SF
"","","","","","","","","","","","","","",126644-233076:Keshon Gilbert,126644-233076,PG,Keshon,Keshon Gilbert,Gilbert,9.5,3,3700,IND@WAS,WAS,IND,,,,,,PG
"","","","","","","","","","","","","","",126644-171679:Jamaree Bouyea,126644-171679,PG,Jamaree,Jamaree Bouyea,Bouyea,14.474999564034599,28,3700,PHO@SA,PHO,SA,,,,,,PG
"","","","","","","","","","","","","","",126644-20640:Jordan Clarkson,126644-20640,SG/PG,Jordan,Jordan Clarkson,Clarkson,13.849019368489584,51,3700,DET@NY,NY,DET,,,,,,PG/SG
"","","","","","","","","","","","","","",126644-233152:Kadary Richmond,126644-233152,PG,Kadary,Kadary Richmond,Richmond,14.899999618530273,1,3700,IND@WAS,WAS,IND,,,,,,PG
"","","","","","","","","","","","","","",126644-84689:Josh Okogie,126644-84689,SG/SF,Josh,Josh Okogie,Okogie,12.715384850135216,52,3700,HOU@CHA,HOU,CHA,,,,,,SG/SF
"","","","","","","","","","","","","","",126644-171781:Ochai Agbaji,126644-171781,SG,Ochai,Ochai Agbaji,Agbaji,9.725581679233285,43,3700,BKN@CLE,BKN,CLE,,,,,,SG
"","","","","","","","","","","","","","",126644-228116:Asa Newell,126644-228116,PF,Asa,Asa Newell,Newell,9.97948749248798,39,3700,ATL@PHI,ATL,PHI,,,,,,PF
"","","","","","","","","","","","","","",126644-228148:Sion James,126644-228148,SF/SG,Sion,Sion James,James,14.314545232599432,55,3700,HOU@CHA,CHA,HOU,,,,,,SG/SF
"","","","","","","","","","","","","","",126644-145325:Josh Green,126644-145325,SG/SF,Josh,Josh Green,Green,9.85483870967742,31,3700,HOU@CHA,CHA,HOU,,,,,,SG/SF
"","","","","","","","","","","","","","",126644-203724:Ryan Dunn,126644-203724,PF/SF,Ryan,Ryan Dunn,Dunn,16.170833587646484,48,3700,PHO@SA,PHO,SA,,,,,,SF/PF
"","","","","","","","","","","","","","",126644-203766:Tidjane Salaun,126644-203766,PF,Tidjane,Tidjane Salaun,Salaun,13.837499618530273,32,3700,HOU@CHA,CHA,HOU,,,,,,PF
"","","","","","","","","","","","","","",126644-16376:Dorian Finney-Smith,126644-16376,PF,Dorian,Dorian Finney-Smith,Finney-Smith,7.944999694824219,20,3700,HOU@CHA,HOU,CHA,,,,,,PF
"","","","","","","","","","","","","","",126644-20992:Larry Nance,126644-20992,C/PF,Larry,Larry Nance,Nance,9.972000122070312,25,3600,BKN@CLE,CLE,BKN,,,,,,PF/C
"","","","","","","","","","","","","","",126644-188427:Marcus Sasser,126644-188427,PG,Marcus,Marcus Sasser,Sasser,10.970588235294118,17,3600,DET@NY,DET,NY,,,,,,PG
"","","","","","","","","","","","","","",126644-203789:Tyler Kolek,126644-203789,PG,Tyler,Tyler Kolek,Kolek,11.81874974568685,48,3600,DET@NY,NY,DET,,,,,,PG
"","","","","","","","","","","","","","",126644-145576:Jae'Sean Tate,126644-145576,SF,Jae'Sean,Jae'Sean Tate,Tate,5.887499809265137,32,3600,HOU@CHA,HOU,CHA,,,,,,SF
"","","","","","","","","","","","","","",126644-213225:Yuki Kawamura,126644-213225,PG,Yuki,Yuki Kawamura,Kawamura,20.799999237060547,4,3600,TOR@CHI,CHI,TOR,,,,,,PG
"","","","","","","","","","","","","","",126644-84719:Aaron Holiday,126644-84719,PG,Aaron,Aaron Holiday,Holiday,9.314285714285715,35,3600,HOU@CHA,HOU,CHA,,,,,,PG
"","","","","","","","","","","","","","",126644-171762:JD Davison,126644-171762,PG,JD,JD Davison,Davison,5.716666539510091,24,3600,HOU@CHA,HOU,CHA,,,,,,PG
"","","","","","","","","","","","","","",126644-171776:Josh Minott,126644-171776,PF/SF,Josh,Josh Minott,Minott,14.275757760712594,33,3600,BKN@CLE,BKN,CLE,,,,,,SF/PF
"","","","","","","","","","","","","","",126644-213259:Tolu Smith,126644-213259,PF,Tolu,Tolu Smith,Smith,15.199999491373697,6,3600,DET@NY,DET,NY,,,,,,PF
"","","","","","","","","","","","","","",126644-228130:Khaman Maluach,126644-228130,C,Khaman,Khaman Maluach,Maluach,3.769565084706182,23,3600,PHO@SA,PHO,SA,,,,,,C
"","","","","","","","","","","","","","",126644-228159:Tyrese Proctor,126644-228159,PG,Tyrese,Tyrese Proctor,Proctor,8.684615697616186,39,3600,BKN@CLE,CLE,BKN,,,,,,PG
"","","","","","","","","","","","","","",126644-228173:Rasheer Fleming,126644-228173,PF,Rasheer,Rasheer Fleming,Fleming,5.516666666666667,30,3600,PHO@SA,PHO,SA,,,,,,PF
"","","","","","","","","","","","","","",126644-228183:Lachlan Olbrich,126644-228183,C,Lachlan,Lachlan Olbrich,Olbrich,5.447058733771829,17,3600,TOR@CHI,CHI,TOR,,,,,,C
"","","","","","","","","","","","","","",126644-145327:Cole Anthony,126644-145327,PG/SG,Cole,Cole Anthony,Anthony,15.654286411830357,35,3600,PHO@SA,PHO,SA,O,Not injury related,,,,PG/SG
"","","","","","","","","","","","","","",126644-203782:Antonio Reeves,126644-203782,SG,Antonio,Antonio Reeves,Reeves,4.714285714285714,7,3500,HOU@CHA,CHA,HOU,,,,,,SG
"","","","","","","","","","","","","","",126644-203785:Isaac Jones,126644-203785,PF,Isaac,Isaac Jones,Jones,2.2249999046325684,4,3500,DET@NY,DET,NY,,,,,,PF
"","","","","","","","","","","","","","",126644-203784:Isaiah Crawford,126644-203784,SF,Isaiah,Isaiah Crawford,Crawford,4.8799999237060545,5,3500,HOU@CHA,HOU,CHA,,,,,,SF
"","","","","","","","","","","","","","",126644-203791:Nikola Durisic,126644-203791,SF,Nikola,Nikola Durisic,Durisic,,0,3500,ATL@PHI,ATL,PHI,,,,,,SF
"","","","","","","","","","","","","","",126644-22541:Kelly Olynyk,126644-22541,C,Kelly,Kelly Olynyk,Olynyk,8.339999898274739,30,3500,PHO@SA,SA,PHO,,,,,,C
"","","","","","","","","","","","","","",126644-203788:Kevin McCullar,126644-203788,SF,Kevin,Kevin McCullar,McCullar,6.143750190734863,16,3500,DET@NY,NY,DET,,,,,,SF
"","","","","","","","","","","","","","",126644-203793:Harrison Ingram,126644-203793,SF,Harrison,Harrison Ingram,Ingram,2.6500000953674316,4,3500,PHO@SA,SA,PHO,,,,,,SF
"","","","","","","","","","","","","","",126644-203799:Jonathan Mogbo,126644-203799,C,Jonathan,Jonathan Mogbo,Mogbo,4.669565283733865,23,3500,TOR@CHI,TOR,CHI,,,,,,C
"","","","","","","","","","","","","","",126644-188452:Leonard Miller,126644-188452,SF,Leonard,Leonard Miller,Miller,4.5761904035295755,21,3500,TOR@CHI,CHI,TOR,,,,,,SF
"","","","","","","","","","","","","","",126644-203813:Bobi Klintman,126644-203813,PF,Bobi,Bobi Klintman,Klintman,5.266666836208767,9,3500,DET@NY,DET,NY,,,,,,PF
"","","","","","","","","","","","","","",126644-12341:Paul George,126644-12341,SF/PF,Paul,Paul George,George,32,27,3500,ATL@PHI,PHI,ATL,O,Suspension,,,,SF/PF
"","","","","","","","","","","","","","",126644-172097:Tyson Etienne,126644-172097,PG,Tyson,Tyson Etienne,Etienne,1.5625,8,3500,BKN@CLE,BKN,CLE,,,,,,PG
"","","","","","","","","","","","","","",126644-204370:Riley Minix,126644-204370,SF,Riley,Riley Minix,Minix,5.299999872843425,3,3500,BKN@CLE,CLE,BKN,,,,,,SF
"","","","","","","","","","","","","","",126644-204374:David Jones Garcia,126644-204374,SF,David,David Jones Garcia,Jones Garcia,8.236363497647373,11,3500,PHO@SA,SA,PHO,O,Ankle,,,,SF
"","","","","","","","","","","","","","",126644-85597:Jordan McLaughlin,126644-85597,PG,Jordan,Jordan McLaughlin,McLaughlin,5.364000244140625,25,3500,PHO@SA,SA,PHO,,,,,,PG
"","","","","","","","","","","","","","",126644-233066:Chaney Johnson,126644-233066,SF,Chaney,Chaney Johnson,Johnson,,0,3500,BKN@CLE,BKN,CLE,,,,,,SF
"","","","","","","","","","","","","","",126644-157810:Isaiah Livers,126644-157810,PF,Isaiah,Isaiah Livers,Livers,7.1793102395945585,29,3500,PHO@SA,PHO,SA,,,,,,PF
"","","","","","","","","","","","","","",126644-179828:Keaton Wallace,126644-179828,PG,Keaton,Keaton Wallace,Wallace,9.63000030517578,40,3500,ATL@PHI,ATL,PHI,,,,,,PG
"","","","","","","","","","","","","","",126644-15993:Pat Connaughton,126644-15993,SG,Pat,Pat Connaughton,Connaughton,6.136363636363637,22,3500,HOU@CHA,CHA,HOU,,,,,,SG
"","","","","","","","","","","","","","",126644-23169:Steven Adams,126644-23169,C,Steven,Steven Adams,Adams,21.287500381469727,32,3500,HOU@CHA,HOU,CHA,O,Ankle,,,,C
"","","","","","","","","","","","","","",126644-157824:Miles McBride,126644-157824,PG/SG,Miles,Miles McBride,McBride,22.44857177734375,35,3500,DET@NY,NY,DET,O,Pelvis,,,,PG/SG
"","","","","","","","","","","","","","",126644-157842:Charles Bassey,126644-157842,C,Charles,Charles Bassey,Bassey,12.666666666666666,3,3500,ATL@PHI,PHI,ATL,,,,,,C
"","","","","","","","","","","","","","",126644-14505:Bismack Biyombo,126644-14505,C,Bismack,Bismack Biyombo,Biyombo,2.4928572518484935,14,3500,PHO@SA,SA,PHO,,,,,,C
"","","","","","","","","","","","","","",126644-24247:Fred VanVleet,126644-24247,PG,Fred,Fred VanVleet,VanVleet,31.417910447761194,67,3500,HOU@CHA,HOU,CHA,O,Knee,,,,PG
"","","","","","","","","","","","","","",126644-213183:Tristan Enaruna,126644-213183,SF,Tristan,Tristan Enaruna,Enaruna,5.400000254313151,3,3500,BKN@CLE,CLE,BKN,,,,,,SF
"","","","","","","","","","","","","","",126644-213191:Emanuel Miller,126644-213191,SF,Emanuel,Emanuel Miller,Miller,6.1200000762939455,5,3500,BKN@CLE,CLE,BKN,,,,,,SF
"","","","","","","","","","","","","","",126644-171749:Jeremy Sochan,126644-171749,PF,Jeremy,Jeremy Sochan,Sochan,9.664285932268415,28,3500,DET@NY,NY,DET,,,,,,PF
"","","","","","","","","","","","","","",126644-195819:Tosan Evbuomwan,126644-195819,SF,Tosan,Tosan Evbuomwan,Evbuomwan,0.48000001907348633,5,3500,HOU@CHA,CHA,HOU,,,,,,SF
"","","","","","","","","","","","","","",126644-213226:RayJ Dennis,126644-213226,PG,RayJ,RayJ Dennis,Dennis,9.706667073567708,15,3500,ATL@PHI,ATL,PHI,,,,,,PG
"","","","","","","","","","","","","","",126644-171764:Jabari Walker,126644-171764,PF,Jabari,Jabari Walker,Walker,9.46888902452257,45,3500,ATL@PHI,PHI,ATL,,,,,,PF
"","","","","","","","","","","","","","",126644-171771:Caleb Houstan,126644-171771,SF,Caleb,Caleb Houstan,Houstan,3.4,10,3500,ATL@PHI,ATL,PHI,,,,,,SF
"","","","","","","","","","","","","","",126644-171775:Christian Koloko,126644-171775,C,Christian,Christian Koloko,Koloko,12.009999847412109,20,3500,ATL@PHI,ATL,PHI,,,,,,C
"","","","","","","","","","","","","","",126644-171773:Patrick Baldwin,126644-171773,PF,Patrick,Patrick Baldwin,Baldwin,3.7999998728434243,3,3500,ATL@PHI,PHI,ATL,,,,,,PF
"","","","","","","","","","","","","","",126644-171778:Wendell Moore,126644-171778,SF,Wendell,Wendell Moore,Moore,6.540000152587891,5,3500,DET@NY,DET,NY,,,,,,SF
"","","","","","","","","","","","","","",126644-171783:E.J. Liddell,126644-171783,PF,E.J.,E.J. Liddell,Liddell,3.8200000762939452,10,3500,BKN@CLE,BKN,CLE,,,,,,PF
"","","","","","","","","","","","","","",126644-180484:Stanley Umude,126644-180484,SG,Stanley,Stanley Umude,Umude,0,1,3500,PHO@SA,SA,PHO,,,,,,SG
"","","","","","","","","","","","","","",126644-160022:A.J. Lawson,126644-160022,SG,A.J.,A.J. Lawson,Lawson,7.546153728778545,13,3500,TOR@CHI,TOR,CHI,,,,,,SG
"","","","","","","","","","","","","","",126644-228123:Noa Essengue,126644-228123,PF,Noa,Noa Essengue,Essengue,1.5,2,3500,TOR@CHI,CHI,TOR,O,Shoulder,,,,PF
"","","","","","","","","","","","","","",126644-228134:Liam McNeeley,126644-228134,SF,Liam,Liam McNeeley,McNeeley,8.339285714285714,28,3500,HOU@CHA,CHA,HOU,O,Ankle,,,,SF
"","","","","","","","","","","","","","",126644-228145:Chaz Lanier,126644-228145,SG,Chaz,Chaz Lanier,Lanier,5.865000152587891,20,3500,DET@NY,DET,NY,,,,,,SG
"","","","","","","","","","","","","","",126644-228155:Alijah Martin,126644-228155,SG,Alijah,Alijah Martin,Martin,6.6769233116736775,13,3500,TOR@CHI,TOR,CHI,,,,,,SG
"","","","","","","","","","","","","","",126644-9535:Kyle Lowry,126644-9535,PG,Kyle,Kyle Lowry,Lowry,5.114285605294364,7,3500,ATL@PHI,PHI,ATL,,,,,,PG
"","","","","","","","","","","","","","",126644-11074:Garrett Temple,126644-11074,SG,Garrett,Garrett Temple,Temple,1.8307691720815806,13,3500,TOR@CHI,TOR,CHI,,,,,,SG
"","","","","","","","","","","","","","",126644-228171:Johni Broome,126644-228171,PF,Johni,Johni Broome,Broome,4.290909160267223,11,3500,ATL@PHI,PHI,ATL,,,,,,PF
"","","","","","","","","","","","","","",126644-228172:Koby Brea,126644-228172,SG,Koby,Koby Brea,Brea,5.133333206176758,3,3500,PHO@SA,PHO,SA,,,,,,SG
"","","","","","","","","","","","","","",126644-228181:Chucky Hepburn,126644-228181,PG,Chucky,Chucky Hepburn,Hepburn,3.0999999046325684,2,3500,TOR@CHI,TOR,CHI,O,Knee,,,,PG
"","","","","","","","","","","","","","",126644-195937:Trey Jemison,126644-195937,C,Trey,Trey Jemison,Jemison,3.4,10,3500,DET@NY,NY,DET,,,,,,C
"","","","","","","","","","","","","","",126644-213367:Jamison Battle,126644-213367,SF,Jamison,Jamison Battle,Battle,5.5256410256410255,39,3500,TOR@CHI,TOR,CHI,,,,,,SF
"","","","","","","","","","","","","","",126644-159095:Mac McClung,126644-159095,PG,Mac,Mac McClung,McClung,12.5,4,3500,TOR@CHI,CHI,TOR,,,,,,PG
"","","","","","","","","","","","","","",126644-15755:Anthony Davis,126644-15755,C/PF,Anthony,Anthony Davis,Davis,44.01000061035156,20,3500,IND@WAS,WAS,IND,O,Finger,,,,PF/C
"","","","","","","","","","","","","","",126644-9648:Jeff Green,126644-9648,SF,Jeff,Jeff Green,Green,3.4722222222222223,18,3500,HOU@CHA,HOU,CHA,,,,,,SF
"","","","","","","","","","","","","","",126644-145336:Xavier Tillman,126644-145336,C,Xavier,Xavier Tillman,Tillman,5.833333333333333,15,3500,HOU@CHA,CHA,HOU,,,,,,C
"","","","","","","","","","","","","","",126644-145337:Tyrese Haliburton,126644-145337,PG,Tyrese,Tyrese Haliburton,Haliburton,41.08541615804037,96,3500,IND@WAS,IND,WAS,O,Achilles,,,,PG
"","","","","","","","","","","","","","",126644-203720:Dillon Jones,126644-203720,SF,Dillon,Dillon Jones,Jones,5.875,4,3500,DET@NY,NY,DET,,,,,,SF
"","","","","","","","","","","","","","",126644-165854:Lindy Waters,126644-165854,SG,Lindy,Lindy Waters,Waters,3.703571319580078,28,3500,PHO@SA,SA,PHO,O,Knee,,,,SG
"","","","","","","","","","","","","","",126644-203760:Pacome Dadiet,126644-203760,SF,Pacome,Pacome Dadiet,Dadiet,2.6149999618530275,20,3500,DET@NY,NY,DET,,,,,,SF
"","","","","","","","","","","","","","",126644-188406:Cam Whitmore,126644-188406,SF,Cam,Cam Whitmore,Whitmore,16.004762195405505,21,3500,IND@WAS,WAS,IND,O,Shoulder,,,,SF
"","","","","","","","","","","","","","",126644-203775:Tristen Newton,126644-203775,PG,Tristen,Tristen Newton,Newton,1.475000023841858,8,3500,HOU@CHA,HOU,CHA,,,,,,PG
"","","","","","","","","","","","","","",126644-203773:Johnny Furphy,126644-203773,SF,Johnny,Johnny Furphy,Furphy,13.631428745814732,35,3500,IND@WAS,IND,WAS,O,Knee,,,,SF